label,data
Հեղնար աղբյուր,"— Ասսու բարին, ուստա Մկրտիչ,— անակնկալ այցելությունից ուրախացած, ասաց բոստանչին՝ արագ դուրս գալով հոլիկից, մի ձեռքին՝ դանակ, մյուսին՝ բահի կոթը։— Էս ինչըղ լավ բան էրիր, օր էկար։ Համմեցի, համմեցի։"
Հեղնար աղբյուր,"— Գործդ էրա, գործդ էրա,— ասաց ուստան՝ տեսնելով, որ Երանոսը վար է դնում դանակն ու բահի կոթը։"
Հեղնար աղբյուր,"— Ամենավենձ գործը քու հրամանքիդ ծառայելն է, ուստա Մկրտիչ։"
Հեղնար աղբյուր,"Ուստան նստեց հոլիկի պատի տակ դրված թախտի վրա և շափխան հանեց։ Լայն ճակատից վերև նա ուներ խիտ, սև մազեր։"
Հեղնար աղբյուր,"— Էս ի՞նչըղ միտքդ քցիր, ուստա ջան։ Բանձր նստի։ Կեցի բարձ բերեմ։"
Հեղնար աղբյուր,— Բարձ չեմ ուզե։ Ճամբու թոզը հոգի հանեց։
Հեղնար աղբյուր,"Եվ չուստերը հանելով, ուստան թափ տվեց դրանց մեջ լցված հողը, ապա բրդե գուլպաների կապերը շալվարի փողերի վրա ամրացնելուց հետո ոտնամանները նորից հագավ։"
Հեղնար աղբյուր,"— Ի՞նչ բանի ես, Երանոս։"
Հեղնար աղբյուր,"— Ուստա ջան, մե խորովածմ էնեմ։"
Հեղնար աղբյուր,"— Չեմ ուզե, ես շնորակալ եմ։"
Հեղնար աղբյուր,"— Ուստա ջան, դեմ մի էղնի։ Օրեցեն մե օրըմ բոստանս ես էկե։"
Հեղնար աղբյուր,― Թե րախի ունիս՝ բե։ Ուրիշ բան պետք չէ։
Հեղնար աղբյուր,― Րախին իրան կարգին։ Ըպը զակուսկի՞։
Հեղնար աղբյուր,― Բոստանդ կուտենք։
Հեղնար աղբյուր,"Երանոսը հոլիկից բերեց գավով լիքը օղի և կավե գավաթներ, ապա մտավ վարունգի և պոմիդորի մարգերը, քաղեց, բերեց։"
Հեղնար աղբյուր,— Մե քան իմ հատ էլ կծու տաքդեղ բե։
Հեղնար աղբյուր,"— Աշքիս վրա, ուստա։"
Հեղնար աղբյուր,"Երանոսի գնալուց հետո ուստան վերցրեց դանակը, որով բոստանչին բահի կոթն էր տաշում, և սկսեց վարունգներն ու պոմիդորները կտրատել։ Վարունգների կլեպները փռեց և ուտելիքը կտրատեց վրան։"
Հեղնար աղբյուր,"— Էս տպրի լոբիդ ի՞նչղ է,— հարցրեց նա մոտեցող Երանոսին։"
Հեղնար աղբյուր,— Շատ լավ է։
Հեղնար աղբյուր,Եվ բոստանչին կանաչ տաքդեղները դրեց ուտելիքի մոտ։
Հեղնար աղբյուր,"— Հմը, ուստա ջան, զուր տեղը չթողիր մե խոըովածմ էնեի։"
Հեղնար աղբյուր,— Նստի։ Բանը մե անգամ կըսեն։
Հեղնար աղբյուր,Երանոսը ժպտաց․
Հեղնար աղբյուր,— Բարձի խոսքն է՞լ չէնեմ։
Հեղնար աղբյուր,― Չէ։
Հեղնար աղբյուր,"Ուստան վերցրեց տաքդեղներից մեկը, կիսեց։ Տաքդեղը կիսվեց շրխկալով, և նրա միջից բուրեց սուր կծվությունը։"
Հեղնար աղբյուր,― Լավ տաքդեղ ունիս։
Հեղնար աղբյուր,"― Շնորհակալ եմ, իմ հողս տաքդեղի ու լոբու հող է։"
Հեղնար աղբյուր,"Երանոսը նստեց, օղի լցրեց և վերցրեց իր գավաթը․"
Հեղնար աղբյուր,"― Տե, ուստա ջան, բարով ես էկե։ Կենացդ։ Շատ էի իմացե քու մասիդ՝ լավն էի իմացե։ Հմը հետդ ծանոթութուն չունեի։ Անցած շաբթուն օր ծանոթացա՝ լավեն էլ լավը տեսա։ Ես մե երջանիկ մարդմ եմ, օր բոստընիս ջուր բերելեն ետև դուն չգնացիր ու գնացիր, այլ էսօր ընձի միտքդ քցիր ու էկար։ Հիմի ես մե նպատակմ ունիմ, օր մեր բարեկամութունն էս րախու պես կարճ չէղնի, այլ էն ախպուրի պես երկան։ Սաղ էղնիս, ուստա ջան, հազար տարի ապրիս, հազարն էլ հազար բարիքով ապրիս․․․"
Հեղնար աղբյուր,Երանոսը մի ումպով դատարկեց օղին և վերցրեց մի կտոր վարունգ։
Հեղնար աղբյուր,"― Ես, Երանոս ջան,— սկսեց ուստա Մկրտիչը՝ գավաթ վերցնելով,— շատ մարդու չեմ հավնի։ Վո՞վ գիտե, մարդն ինչքա՞ն պիտի լավն էղնի, օր ես հետն էրթամ֊գամ։ Հմը, ուղիղն ըսած, էն օրը, եբ օր դուն ընձի կանչեցիր, թե՝ բոստնիս հմար ուրիշ ջուր բե, օր ախպուրս վազե ամմեն ժամանակ, դուն ընձի դուր էկար։ Քա՞նի տարեկան ես։"
Հեղնար աղբյուր,― Եռսընիննը։
Հեղնար աղբյուր,"― Ես եռսընհինգ կսեպեի։ Ինչորա, էլի քեզնեն վեց տարով վենձ եմ ու դուն ընձնեն չպիտի նեղենաս։ Ըսելս էն է, օր քու մե բանըդ հեչ դուրըս չէկավ։ Էդ էն էր, օր դուն ընձի էնքան առատ վճարեցիր։ Ես կվերցնեմ, իմ թևս չի ցավի, հմը տվողն իրան փողի ղադրը պիտի իմանա։ Քեֆ կէնես՝ բան մի խնաե, բազար կէնես՝ լիզու֊բերան մի խնաե,— վենձանաց խոսք է։ Հիմի, թե ասպած տվեց ու դուն իմ ըսածս մարդը դուս էկար՝ ուստա Մկրտիչը քեզի ծառա։ Թե օր փուչ դուս էկար՝ ասպած քեզի հետ, ասպած էլ ընձի հետ։ Սաղ էղնիս․․․"
Հեղնար աղբյուր,"Օղին խմելուց հետո ուստան վերցրեց մի տաքդեղ, թաթախեց աղի մեջ և առանց կոպն անգամ թարթելու, կերավ։"
Հեղնար աղբյուր,"Թեև բոստանների ու դաշտերի լայնարձակ տեսարանի վրա դեռ պայծառ արևն էր, բայց թախտի վրա փռված ջեջիմի վառ նախշերն արդեն խունացել էին հոլիկի պատի ստվերից։"
Հեղնար աղբյուր,Երանոսը նորից օղի լցրեց։
Հեղնար աղբյուր,"― Ուստա ջան, հրաման տու պատմեմ քեզի, թե ընչի բոստրնիս ջուրն ու ախպըրիս ջուրը ջոկ էնել տվի։ Օր պատմութունս իմանաս, էլ ընձի չես մեղդըրե շռայլութան հմար։ Էրածս բանը մատղի պես բանմ էր, իսկ մատղի հմար, դուն ընձնեն լավ գիտես, օր փող չեն խնաե․․․"
Հեղնար աղբյուր,"Ուստա Մկրտիչը գոտկի ետևից հանեց չիբուխը և գրպանից՝ թութունի քիսան, դրեց կողքը և սկսեց լսել։"
Հեղնար աղբյուր,"― Ուստիս օր ըսեմ, մե օրըմ, օրն էլ ցորեկ էր, աշեմ տեսնիմ՝ կոտեմս ջրել է հարկավոր։ Տե, դուն ընձնեն լավ գիտես, օր մենք բոստըններեն վազզող առվի ջրով մեննակ կարտոֆիլը, լոբին, դդումն ու էդ տեսակ բաները կջրենք։ Հմը կոտեմի և առհասարակ կանընչի հմար, թե օր կուզես կանանչըդ լավն էղնի՝ խմելու ջուր է հարկավոր։ Մե խոսքով, գնացի, օր ախպուրս դարց ընեմ դեպի մարգը։ Հլը նոր էի ջուրր փակե, եբ օր դսեն մեկը ճչաց։ Դուս թռա, տեսնիմ՝ մե թուրքիմ կնիկ, գույնը քցած, կայնե ու ցամքած ախպըրին կաշե։ Վո՞վ իմանար, թե ի՞նչ կանցներ մտքեն։ Դուն լավ գիտես, ուստա ջան, օր էդ թուրք միլլաթը, մեզնեն շատ չէղնի՝ մեզի չափ կրոնքապաշտ է։ Գուցցե կմտածեր, թե էս ախպուրն օր կտրավ՝ ասսանից էր։ Ըսել է՝ ասպած իրեն վրեն նեղեցեր է։ Էդտեղ, ուստա ջան, ես մի տեսակմ էղա։ Ջուրը մարդն է կտրե, հմը էնիկ ասսու էրածը կսեպե։ Մեղավորը ես էի․․․"
Հեղնար աղբյուր,"Ուստան, որ չիբուխ էր պատրաստում, ընդհատեց գործը․"
Հեղնար աղբյուր,"— Սխալ ես։ Մարդու ջուր կտրելն էլ ասսու կամքով կէղնի։ Կրնա էղնի, օր էդ րոպպեին ասպած ինքն էր քու ձեռքիդ հրամանք էնողը։"
